id,keyword,location,text,target
3715,electrocute,,“As she touch am she come electrocute” Valerie ooo 😂,0
3716,electrocute,Hell,@RobertSecundus And the lightning bothers me. He can generate a powerful lightning strike to charge the motherbox but he doesn’t electrocute anyone with all those stray bolts flying off him? Nobody’s hair stands on end from the static electricity in the air?,0
3717,electrocute,Earth. Third Rock From The Sun,"CDC has apologised repeatedly and ureservedly.
He managed to electrocute himself in the process of removing a bulb from one of those fly zapping machines.
The visceral spike of joy I experienced was perfectly reasonable under the circumstances. 
#SometimesTheUniverseUnderstands",1
3718,electrocute,"Texas, USA","@35mmPapi @_FLWRCHLD_ The dude really wrote this down and thought it was fire!!!!!                           “Word to Mama, I tongue-kiss a piranha
Electrocute a barracuda, I'm here to bring the drama.” https://t.co/W59UxSQELZ",0
3719,electrocute,|They / Cel / Celst  | Minor |,"Literally Raiden is like ""No, I'm stealing your visions"" but if she tries to steal Lisa and Beidou's visions they will just ignore/electrocute her and walk away. https://t.co/9cNyM6XIqw",0
3720,electrocute,CARRD BYF,I spilled ice cream all over me and I cant wash it off because its storming and I don't wanna electrocute myself,0
3721,electrocute,,@yur1ramune Electro or pyro you'd electrocute the water/burn the grass and run,0
3722,electrocute,Fermanagh/ Belfast,@FermanaghMatte1 To see if it would stick or electrocute me...why else 😂,0
3723,electrocute,,"@kcmunoz_ How do we not know how eels get busy? This is not good. The eels cannot have any leverage on us, they are already slippery and difficult to hold. Some can even electrocute us.....no bueno.",0
3724,electrocute,"London, England","RT @JaimsVanDerBeek: Wrestling is the best thing ever.

You want action? Wrestling.

You want drama? Wrestling.

You want comedy? Wrestling.

You want science fiction? Wrestling.

You want to see an undead funeral director's brother electrocute a billionaire's son's testicles? Wrestling.",0
3725,electrocute,somewhere in the desert,"@AtelierRingo @FlightAstral What I REALLY don't understand is how the MODERN left doesn't want to electrocute murderers, but they're all, ""Sure, let's bomb random civilians in Syria, that'll show old Putin who's boss."" But you won't gas a serial killer because aw, he wudda widdle VICTIM. Uh... OK.",0
3726,electrocute,"Florida, USA","RT @BlackAdamLegacy: @MileenaLegacy His eyes lit up as his fists began to spark. 
""Mileena, we have more company. You continue with what you are looking for, i'll take care of them."" 
He grunted as he went to electrocute some of the creatures who were swarming around them.-",0
3727,electrocute,"Cat's Eye, ???","agony. It's arms violently twisted and snapped. Alice had managed to break them through the use of Zero Stream by manipulating the blood within its body. To finish it off, Alice would have managed to electrocute it from its insides by Angry Blitz.

Despite all this, it wasn't &gt;",0
3728,electrocute,New Jersey,"@aliciakeys @THEREALSWIZZZ @naacpimageaward @verzuzonline Alicia, you Rock !
Don’t stand too close to anyone. You’ll electrocute them with your Charisma . 😊",0
3729,electrocute,THE BUCKNER CABIN,"RT @BlackAdamLegacy: @MileenaLegacy His eyes lit up as his fists began to spark. 
""Mileena, we have more company. You continue with what you are looking for, i'll take care of them."" 
He grunted as he went to electrocute some of the creatures who were swarming around them.-",0
3730,electrocute,She/They,"RT @explodokiIls: so he can drive, speak english, AND electrocute the coochie....WELL GOLLY THATS A MAN RIGHT THERE https://t.co/XvTAiAYgeS",0
3731,electrocute,,"RT @BlackAdamLegacy: @MileenaLegacy His eyes lit up as his fists began to spark. 
""Mileena, we have more company. You continue with what you are looking for, i'll take care of them."" 
He grunted as he went to electrocute some of the creatures who were swarming around them.-",0
3732,electrocute,,"@MileenaLegacy His eyes lit up as his fists began to spark. 
""Mileena, we have more company. You continue with what you are looking for, i'll take care of them."" 
He grunted as he went to electrocute some of the creatures who were swarming around them.-",0
3733,electrocute,Somewhere :V,@Oliverliore @Osatosama And if anyone says otherwise my vixen is a shaman and can electrocute them by thinking hard. :D https://t.co/mYFRRvOZpx,0
3734,electrocute,she/her 16,i will personally go and electrocute sapnap if the shock stream doesn’t happen in the next month,0
3735,electrocute,,@explodokiIls ELECTROCUTE THE COOCHIE⁉️⁉️⁉️⁉️⁉️,0
3736,electrocute,"Lagos, Nigeria","Blog Post: TURN ME ON

Push everything on me
From the top, down to the bottom.
Caress my body with yours.
Let that current electrocute our genitals.

https://t.co/uefPlUuYmK

continue reading...
Written by Tokede Daniel",0
3737,electrocute,any but prefer he/him → 13,"// windblume spoilers (?)

""babe i told you to not electrocute anyone"" https://t.co/fVi9MwdcxA",0
3738,electrocute,above you! ALWAYS!,"@RCS98678143 You will need your Estim, let's electrocute your caged cock",0
3739,electrocute,he/him | 20,"so he can drive, speak english, AND electrocute the coochie....WELL GOLLY THATS A MAN RIGHT THERE https://t.co/XvTAiAYgeS",0
3740,electrocute,,"@JRWhiteNoise @richardfarlie @timjn1 @jessphillips When we first moved to Germany, I found the lightswitch-on-the-wall thing disconcerting. Then you realise you can switch them with your elbow _because they are all mounted at a sensible height_ and frankly, if you electrocute yourself through a wet _elbow_, you deserve it.",0
3741,electrocute,Twitch is FloofyGamer29,@Observer1b Why it's going to electrocute it,0
3742,electrocuted,"Lahore, Pakistan",What a beautiful day to get electrocuted,0
3743,electrocuted,🐈 ! 민윤기 ⿻ 졸린 고양이 . ♡,@adorists i didn't get electrocuted,0
3744,electrocuted,pfp © pixiv ID 3827032,"ㅤ""OUCHーHuh? Why is it suddenly cloudy and seems about to rain?""

ㅤHansel can't help but yelp when he felt like being electrocuted after thunder struck nearby. Hansel really needed to handle electromagnetic wave better, he guessed. (cont.)",0
3745,electrocuted,"Bhubaneshwar, India","Two persons were electrocuted to death after a fish-laden truck collided with an electricity transformer at Ananta Raipur under Sunapur police limits on Saturday night.
#odisha #odishanews #ommcomnews  https://t.co/H5Z2VOQj7q",1
3746,electrocuted,6 feet under hell,"@CNN sorry guys, i accidentally electrocuted a guy while trying to electrocute him",0
3747,electrocuted,,@LamontGrier1 @ezekiel11 @tariqnasheed It was murder.  They tazed him while he was behind the wheel of a car.  How well do you drive while being electrocuted by juvenile delinquents?,0
3748,electrocuted,,@ama_tomboy too bad I've done it before and got electrocuted like an electric chair,0
3749,electrocuted,Kampala-Uganda,"@JanetMuseveni @KagutaMuseveni Look at this coward Janet facial expressions. Our people are tortured with hot irons finger nails plucked out, private parts electrocuted, but she cannot stand a tiny saline injection?",0
3750,electrocuted,,"Telling me to stop doing something will make me want to do the thing more just to annoy you 

Like ""no be careful with that wire you may get electrocuted""

I'll fcking lick the wire",0
3751,electrocuted,Kampala-Uganda,"Look at this coward @JanetMuseveni facial expressions. Our people are tortured with hot irons finger nails plucked out, private parts electrocuted, but she cannot stand a tiny saline injection?

#BringBackOurPeople
#FreeAllPoliticalPrisoners 
@GovUganda @StateHouseUg https://t.co/TgNM3UWb5L",0
3752,electrocuted,,"@CriticalReader7 @KyleKashuv @krispykreme This man is the brunt of everyones jokes, but no one cares if he survived this? Is he electrocuted? Is he hospitalized and drugged up until he’s a zombie and released back to the streets?! Is his mind so gone that he seeks any drug to decrease the paranoia and delusions?",0
3753,electrocuted,He/Him,Bro so there was this one aquarium thing in manila i forgot what it was called and I swear my mom was this close to being electrocuted bc i caught her trying to touch the tail of a stingray 💀,0
3754,electrocuted,Kenya,"@Fishaman18 One of the variables in that study you picked is intolerance of uncertainty. Now, do you go worrying everyday that you'll get electrocuted as you had earlier suggested? My uncertainty is death and harrasment. And yes I'm a woman and yes I like Google. Your insult flopped.",0
3755,electrocuted,,"RT @vfaes_org: Studies show, human elephant conflict in India has risen over the last 40 years causing tragedies. Electrocution is a leading cause of elephant deaths. Within 12 hours 3 elephants were electrocuted in Odisha recently! We are launching a project to prevent these senseless deaths! https://t.co/PcD0rQOwFS",0
3756,electrocuted,,RT @hvndaya: i miss when carl electrocuted barbies,0
3757,electrocuted,Bangalore,RT @TOICitiesNews: Orris Aster Court housekeeping staff electrocuted while cleaning fountain https://t.co/HecVaGkViU,0
3758,electrocuted,,Electrocuted on a Saturday night https://t.co/Rnrl06INu3,0
3759,electrocuted,,"Wild jumbo electrocuted to death (Video)
https://t.co/tHuOer9doZ

#lka #SriLanka #hirunews https://t.co/K8FJvnJsjO",0
3760,electrocuted,,"It was a queer, sultry summer, the summer they electrocuted the Rosenbergs, and I didn't know what I was doing in the Suez Canal. https://t.co/WeWrEaHnhh",0
3761,electrocuted,icebox in alaska,Preworkout got me feelin like I got electrocuted from head to toe. I really thought I was getting my allergies for no reason knowing it ain’t even allergy season.,0
3762,electrocuted,"hell, apparently",@5_ht1aR @Curiouspuppers @JimmySnowTSS all humans are weird. we're hairless chimps with depression. our feet are hands that have been assembled wrong. our brains are the compositional equivalent of a bowl of pudding being electrocuted and hallucinating. stop acting like being born cis makes you not weird.,0
3763,electrocuted,🌵 atx 2 denver ❄️ (she/her),just got fucking electrocuted by a dishwasher,0
3764,electrocuted,"Lakewood, Ohio","It was a queer, sultry summer, the summer they electrocuted the Rosenbergs, and I didn’t know what I was doing in the Suez Canal. https://t.co/bpUYpE4p4S",0
3765,electrocuted,"Colorado, USA","At this point with drawing with tics it's like... 
There's a treat I can get by doing a task... but I'll be electrocuted the whole time. Sometimes it's less voltage, but electrocution is a constant. 
So... I ask myself if I the result is really worth the pain in the end? :(",0
3766,electrocuted,Snake Mountain,"RT @lionheartjill: I love Stipe, but he looks like he just got electrocuted #UFC260",0
3767,electrocuted,,"RT @lionheartjill: I love Stipe, but he looks like he just got electrocuted #UFC260",0
3768,electrocuted,North Tonawanda,Stipe’s hair looks like he just got electrocuted,0
3769,electrocuted,,"I love Stipe, but he looks like he just got electrocuted #UFC260",0
3770,electrocuted,"Death Mountain, Hyrule",@EARTHGODSLYRlC I am electrocuted but I am free,0
3771,electrocuted,,Stipe’s power comes from his messy ass hair. Every single time his hair looks like he got electrocuted #UFC260,0
3772,electrocuted,Northern Water Tribe,"My gramz was passing me as I was plugging something in, and I scared her by jerking my whole body like I got electrocuted😂😂 bruh we was crackin upp",0
3773,electrocuted,Philly,@bugattispceship so who was the guy who got electrocuted in the telephone wires ?,0
3774,electrocuted,she/her 21,this song makes me feel like i was electrocuted,0
3775,electrocuted,she/her or he/him,"@devivification maybe for a bit, please dont get electrocuted lmao",0
3776,electrocuted,"Hell, The Underworld","""My memory is a little foggy...because I've been electrocuted a few times""

#SNL 
#MayaRudolph",0
3777,electrocuted,she/they 15,i just electrocuted bennett i am not okay,0
3778,electrocuted,,"RT @vfaes_org: Studies show, human elephant conflict in India has risen over the last 40 years causing tragedies. Electrocution is a leading cause of elephant deaths. Within 12 hours 3 elephants were electrocuted in Odisha recently! We are launching a project to prevent these senseless deaths! https://t.co/PcD0rQOwFS",0
3779,electrocuted,he/him,"Kyle gets electrocuted and Rob gets eaten.

But Kyle could still finish repairing the TV unharmed and Rob could still get spit back out by the cowplant... let's see what happens... https://t.co/1nupnJ0dai",0
3780,electrocuted,She/hers,"Haven’t been in 4 years. They want me electrocuted, no money from me https://t.co/3Q2bJgwTOp",0
3781,electrocuted,he / bun    🦦    6teen,@childishvirus You can actually get electrocuted in your own home ;-; /srs,0
3782,electrocuted,,"the original cut had a man with an Allah chain being electrocuted, they had to edit it out https://t.co/lvr2Lt1yql",0
3783,electrocuted,she/her • 18,does anyone else have an irrational fear of being electrocuted in the shower when it’s storming or is that just me,0
3784,electrocuted,"Raleigh-Durham, NC","Nope, I've grown up and seen where people will use ""God"" to oppress and oppose people.  Gays have been electrocuted, people have been enslaved as a gift to the believers, ""Christians"" will tell you to fear God as they spit on the poor and less fortunate. I don't want their God. https://t.co/iBnBeHDakZ",0
3785,electrocuted,,"1 out of 350,000 Americans get electrocuted in their life",0
3786,electrocuted,"Bay Area, CA",Tonight I opened up this joystick and fixed a stuck button and only electrocuted myself once but in my defense it would’ve been zero if I had unplugged it from AC first https://t.co/kOjfrnQW4U,0
3787,electrocuted,,"RT @AngelaBarnes75: CATWS and CACW. Canon. Happened *onscreen*: Bucky being freezed, electrocuted, slapped, triggered with the code, used to test the other five WSs, beaten, manipulated. 
TFATWS: ""HYDRA used to be my people"".
Are they out of their mind? https://t.co/hzPPQcQK6D",0
3788,electrocuted,SHOP HERE👉👉,"@photogbenlatham The tower isn't high voltage

The lines at the top of it are

No one is getting electrocuted by banging on it

🤷‍♂️",0
3789,electrocuted,SHOP HERE👉👉,"@zerosum24 The lines at the top of the tower are high voltage

The metal tower is just that, a metal tower

No amount of banging could ever result in him being electrocuted",0
3790,electrocuted,,not me trying to plug my laptop into the wall and getting fvckin ELECTROCUTED 😭,1
3791,electrocuted,Oregon,@magencubed Oh hell no. The only way I’d ever go again is if I was a guest even if there wasn’t a pandemic. Plus I’d wear a mask and have electrocuted body armor,0
3792,emergency,Kenya,RT @B2ujIZLPkkczOBN: 4.5 million people in the Tigray region are in need of urgent emergency aid. The NZ Gov’t needs to assist in advocating for unrestricted humanitarian access to #Tigray #NZGovActNow #TigrayGenocide @Jacinda Ardern @NanaiaMahut @golrizghahraman @JennySalesa @AmnestyNZ @NZRedCross,0
3793,emergency,,"RT @TeamPowerSena: EMERGENCY 🚨

K. Chellayi Amma 
Age : 70 
Blood Group :- O+ve Blood (2 Units)
Location : KVR Hospital, Rayavaram,EastGodavari 
Contact : 9550566823",1
3794,emergency,,"RT @NashSevereWx: FLASH FLOOD EMERGENCY
includes Metro Nashville, Brentwood, Franklin
""Life threatening flash flooding...a particularly dangerous situation. Seek higher ground now."" Do not attempt to cross a water covered road. 
This is the highest possible flash flooding warning NWS can issue. https://t.co/MrwTQAEh8W",1
3795,emergency,,"RT @MSANNCOOPER: I call upon the entire British Government, to bring in emergency legislation to expell all Islamic extremists. @10DowningStreet @pritipatel @BorisJohnson https://t.co/76cI8DZtoi",0
3796,emergency,London,"RT @romankemp: Unbelievable to find out that #OurSilentEmergency is currently the second most requested title on iPlayer behind Line of Duty. ❤️ 
That’s incredible, if you haven’t seen it yet you can stream it here 👉🏼 https://t.co/HtQx9TMJ7A https://t.co/xbNrdNmF5U",0
3797,emergency,"Уфа, Россия","News back from 2019: ""Over 60 doctors from 8 countries think Assange life in t British prison in dander and emergency medical care is needed""
News from today:""Great Britain demands proper medical care fir Alexey Navalny and his immediate and unconditional release from t prison"" https://t.co/cZYlJX0YhW",0
3798,emergency,LDN,"RT @MPSKenChel: Have you seen Richard OKOROGHEYE? 
Last seen on 23/03/21 in the LADBROKE GROVE area. Also known to frequent @MPSWestminster and @MPSHammFul. 
If you have any information or sighting's please contact 101 and quote 21MIS008134. in an EMERGENCY please call 999
p226649 https://t.co/7rFXrxN8eq",1
3799,emergency,"Las Vegas, NV",Relationships are hard and long distance are even harder but he helped me stay sane. Today there was a family emergency and my anxiety went into overdrive. His care and support 💯. And his goodnight texts 🥰 https://t.co/l75RWqiexp,0
3800,emergency,"Louisiana, USA",RT @weatherchannel: A flash flood emergency with life-threatening flooding ongoing for southern #Nashville and portions of middle Tennessee. Do not travel.,1
3801,emergency,,"RT @MrSinha_: BJP leaders getting beaten/kiIIed in Kerala,West Bengal,Punjab etc non BJP ruled state.

Complete silence

Just touch a thief in any BJP ruled state &amp; boom - Hindutva te₹rorism, failed govt,intolerance, dictatorship, emergency, lahsoon etc will start trending..",1
3802,emergency,Malaysia,"RT @gst183: AHMAD MASLAN: MOST UNSTABLE GOVT IN THE WORLD, THE ONLY GOVT IN MSIA DECLARE EMERGENCY RULE  FOR PUBLIC HEALTH https://t.co/TZx7OcY6Jq @nonvitaltooth @arifsetia2013d @richardrichli @imfsea_aruna @Kuabt @ahkmlog @KelawarMY @GEanalyst @_chuad   @PRAbdullah @4thepeople15 @OngPilly",0
3803,emergency,essex,RT @perthnow: Emergency services are working to free two people trapped after a major multiple-car pile-up in WA’s South West. https://t.co/xRaIXCk9ij #wanews https://t.co/rRkfeuawp6,1
3804,emergency,,"RT @RandaltsRandal: For the record 

On pairing

Tony Abbott declared in August 2011 that pairs would no longer be granted by the Opposition for the remainder of the year in the House of Representatives, unless in cases of unavoidable illness or personal emergency.

#auspol #Laming",0
3805,emergency,India,"RT @ANI: On 27th March 2021, a passenger travelling on SpiceJet flight SG-2003 (Delhi-Varanasi) tried to open the emergency door of the aircraft in an abusive and aggressive state while the aircraft was airborne: SpiceJet Spokesperson",0
3806,emergency,,"started seeing way too many tik toks of people in their 20’s going to the emergency room bc of excessive pre workout intake 😐 started dialing it down to once a week, 2 weeks ago",0
3807,emergency,ilo,"RT @guingonabart: See, the thing is, he was given EVERYTHING he asked for: loans, budgets, congressional obeisance, emergency powers. To what end? Nada, nothing, wala. So how can you blame citizens, specially those who have lost loved ones and livelihoods, for being critical?",0
3808,emergency,on Earth 🌏,"RT @TeamPowerSena: EMERGENCY 🚨

K. Chellayi Amma 
Age : 70 
Blood Group :- O+ve Blood (2 Units)
Location : KVR Hospital, Rayavaram,EastGodavari 
Contact : 9550566823",1
3809,emergency,Jakarta,"RT @MrSinha_: BJP leaders getting beaten/kiIIed in Kerala,West Bengal,Punjab etc non BJP ruled state.

Complete silence

Just touch a thief in any BJP ruled state &amp; boom - Hindutva te₹rorism, failed govt,intolerance, dictatorship, emergency, lahsoon etc will start trending..",1
3810,emergency,,RT @NWSNashville: ⚠️ FLASH FLOOD EMERGENCY ⚠️ Numerous water rescues continue across southern #Nashville with reports of people clinging to trees. This is a life-threatening situation - do not travel tonight!,1
3811,emergency,Charleston,State Lawmakers Try to Curb Governors’ Coronavirus Powers by Juan Carlos Gill Ramírez https://t.co/4mdOjMYzZI NYT &gt; World News,0
3812,emergency,Somewhere only we know...,"RT @VicoSotto: ENHANCED COMMUNITY QUARANTINE in the Greater Manila Area

Mar29 to Apr4 2021

(IATF Reso 106A s2021)

🏠 Minors, seniors, and those w serious illnesses should stay at home as much as possible

📞 Emergency hotline 8643-0000

Let's follow health protocols and pray for our country. https://t.co/ppAvIp0F8o",0
3813,emergency,𝖋𝖎𝖓𝖊𝖘𝖘𝖎𝖓’,"RT @DanStevens1103: ++IMPORTANT++

The vaccine is authorised for emergency use only and still in live clinical trials until 2023.

They’re unable to administer vaccines if the lockdown ends because the emergency ends with it.

Hence why, lockdowns won’t end anytime soon.",0
3814,emergency,,RT @Miners_Strike: #OnThisDay 1984. Tony Benn calls for an emergency debate in the House of Commons over the conduct of the police during the #MinersStrike,0
3815,emergency,Nashville,RT @NWSNashville: ⚠️ FLASH FLOOD EMERGENCY ⚠️ Numerous water rescues continue across southern #Nashville with reports of people clinging to trees. This is a life-threatening situation - do not travel tonight!,1
3816,emergency,She/Her,@sovietofsteel Majorly and they planned it. Like I was homeless emergency assistance. I had my room for a few weeks and when I ran out they offered me the job. They did it to another girl there way longer than me. They did it knowing we had nowhere to go,0
3817,emergency,,"Australian parliament members involved in Myanmar Emergency Movement.Myanmar citizens in Australia protested against military dictatorship on March 27.Australian senators also joined this protest.

JUNTA MASSACRE #Mar28Coup 
#WhatsHappeningInMyanmar https://t.co/wNWYPTO0xL",0
3818,emergency,"Birmingham, UK","RT @tribunemagazine: ""There is a desire to make emergency the new normal.""

On this week’s @AWorldtoWinPod, Shami Chakrabarti joined @graceblakeley to discuss the wider significance of the #PoliceCrackdownBill and the Tories’ sharp authoritarian turn

https://t.co/2FzF88efVc

 https://t.co/KPazMJlZmS",0
3819,emergency,,"RT @guingonabart: See, the thing is, he was given EVERYTHING he asked for: loans, budgets, congressional obeisance, emergency powers. To what end? Nada, nothing, wala. So how can you blame citizens, specially those who have lost loved ones and livelihoods, for being critical?",0
3820,emergency,After 40 years away now FRG,"RT @DrTedros: I’m asking countries with doses of #COVID19 vaccines that have @WHO Emergency Use Listing to donate as many doses as they can, and I’m asking manufacturers to help ensure these countries can rapidly donate those doses. We have only 15 days left to deliver on #VaccinEquity! https://t.co/SA7SCqOoKn",0
3821,emergency,"Oakland, CA",why I’m in emergency with my dad and this lady just offered me some food and drink out the trash 😩,0
3822,emergency,Over 18's only,"Mickey Stamp ""Good morning furry community. I have lots of post to deliver today!"" https://t.co/P5lhDc9yHA",0
3823,emergency,USA,"RT @thebias_news: AP: The Biden administration is not requiring FBI fingerprint background checks of caregivers at its rapidly expanding network of emergency sites to hold thousands of immigrant teenagers, alarming child welfare experts who say the waiver compromises safety.",0
3824,emergency,,"RT @guingonabart: See, the thing is, he was given EVERYTHING he asked for: loans, budgets, congressional obeisance, emergency powers. To what end? Nada, nothing, wala. So how can you blame citizens, specially those who have lost loved ones and livelihoods, for being critical?",0
3825,emergency,,"RT @Khushi4justice: Why was Sushant taken to the mortuary instead of the emergency? 
@PMOIndia @HMOIndia @DoPTGoI 
CBI Knows SSR Culprits",0
3826,emergency,Salford 6 and St Barths FWI,"RT @JamesMelville: 100,000 delays in emergency cancer treatments in the UK due to the Covid pandemic. Cancer treatments should never ever be delayed because of Covid. A cancer life should never be prioritised behind a Covid life. We should find a way to try and save all lives, not just Covid lives.",0
3827,emergency,United Of JohnDo,RT @KhaosodEnglish: Riot police disperse anti-government protesters who camping outside the Government House for the last few weeks at dawn Sunday. Police said 64 people were arrested for breaking the Emergency Decree's ban on mass gatherings. #หมู่บ้านทะลุฟ้า #ม็อบ28มีนา #Thailand #KE https://t.co/9xKBELMDOn,0
3828,emergency,"Morehead, KY",RT @NWSNashville: ⚠️ FLASH FLOOD EMERGENCY ⚠️ Numerous water rescues continue across southern #Nashville with reports of people clinging to trees. This is a life-threatening situation - do not travel tonight!,1
3829,emergency,,"RT @PaulEDawson: “So the first thing we need to do is understand we are in an emergency [and] admit the fact that we have failed – humanity collectively has failed – because you can’t solve a crisis that you don’t understand,”

#ActOnClimate #KeepItInTheGround  https://t.co/KNWtenbIDt",0
3830,emergency,Greater Toronto Area,"@normsworld @Travisdhanraj No thanks.

Loss of confidence in all politicians. Fraudulent assignment of emergency powers to incompetents. Demand you all immediately resign for not doing your job. 

Stop all politician, government and media salaries until province is open. https://t.co/mqqf3phXRO",0
3831,emergency,,"RT @MrSinha_: BJP leaders getting beaten/kiIIed in Kerala,West Bengal,Punjab etc non BJP ruled state.

Complete silence

Just touch a thief in any BJP ruled state &amp; boom - Hindutva te₹rorism, failed govt,intolerance, dictatorship, emergency, lahsoon etc will start trending..",1
3832,emergency,,"RT @Khushi4justice: Why was Sushant taken to the mortuary instead of the emergency? 
@PMOIndia @HMOIndia @DoPTGoI 
CBI Knows SSR Culprits",0
3833,emergency,,"RT @JamesMelville: I have friends who have lost their businesses, jobs, emergency health treatments and their lives because of lockdowns and yet, there are some sanctimonious people (usually not financially hit by lockdowns) who say that anyone who expresses concern about lockdowns is a Covidiot.",0
3834,emergency,[redacted],"RT @dramadhikari: Somewhere out there in the world, someone's emergency contact is a fella named Justin Case",0
3835,emergency,"Vienna, Austria","RT @itosettiMD_MBA: Teresina, Brazil, emergency room beyond capacity: a man critically ill with covid19 is brought in by family, stops breathing, dies on naked floor after 30 minutes of resuscitation attemps. No more beds. No stretchers. Healthcare collapse by Bolsonaro. https://t.co/CUo6jSVKiz https://t.co/MgTzAqkCmL",1
3836,emergency,UK,"RT @JamesMelville: I have friends who have lost their businesses, jobs, emergency health treatments and their lives because of lockdowns and yet, there are some sanctimonious people (usually not financially hit by lockdowns) who say that anyone who expresses concern about lockdowns is a Covidiot.",0
3837,emergency,Kent,"RT @JamesMelville: 100,000 delays in emergency cancer treatments in the UK due to the Covid pandemic. Cancer treatments should never ever be delayed because of Covid. A cancer life should never be prioritised behind a Covid life. We should find a way to try and save all lives, not just Covid lives.",0
3838,emergency,,"RT @RohanBeg: 3 months into 2021 and Malaysia has endured:

- Emergency Rule.

- Revival of the ""anti-Fake News"" Bill.

- RM10k fines.

- Delayed implementation of Undi18 without justification.

These are not separate failures, but a coordinated erosion of democracy to consolidate power by PN.",0
3839,emergency,Britain,"RT @tribunemagazine: ""There is a desire to make emergency the new normal.""

On this week’s @AWorldtoWinPod, Shami Chakrabarti joined @graceblakeley to discuss the wider significance of the #PoliceCrackdownBill and the Tories’ sharp authoritarian turn

https://t.co/2FzF88efVc

 https://t.co/KPazMJlZmS",0
3840,emergency,,"RT @TeamPowerSena: EMERGENCY 🚨

K. Chellayi Amma 
Age : 70 
Blood Group :- O+ve Blood (2 Units)
Location : KVR Hospital, Rayavaram,EastGodavari 
Contact : 9550566823",1
3841,emergency,,RT @NWSNashville: ⚠️ FLASH FLOOD EMERGENCY ⚠️ Numerous water rescues continue across southern #Nashville with reports of people clinging to trees. This is a life-threatening situation - do not travel tonight!,1
3842,engulfed,"Lagos, Nigeria","Fire Service Salvages  45,000 Litres Diesel Tanker Engulfed By Fire https://t.co/oYLXvxKJhd",1
3843,engulfed,,"@indian123456798 @Shunya45683158 @OpIndia_com Still your tweet implies that killing of innocent people by khalistanis is far more better than lynching in the name of cows. 
While no one supports such lynching, tell me how many people suffered due to it and how it can be compared with the terrorism that engulfed Punjab.",0
3844,engulfed,,"RT @Jayalko1: KOH KER TEMPLES, COMBODIA

A temple town which is 2nd largest of Khmer civilization. 
It has atleast 180 temples but most of them are like forgotten ruins in the jungle. 
The roots of a strangler fig have almost completely engulfed these structures. 
@LostTemple7 https://t.co/DX2h2zNXwU",1
3845,engulfed,I have a crush || she/her,"He jolted up from his sleep, breath heavy as he looks around his dark room. He whimpered, coughing as he choked on his sobs. 

""Hey Tae, shh I'm right here. Come to me bubba."" 

Taehyung was engulfed into a warm embrace where he began to wail loudly. 

""Was it Jungkook again?""",0
3846,engulfed,,"Life in this Uganda becomes funnier day by day...struggling with Covid and then political campaigns that were full of drama and the relative quiet that has engulfed the atmosphere as if nothing has happened.
..the tempers that had sprouted higher and political mantras,all quiet.",0
3847,engulfed,,"RT @Jayalko1: KOH KER TEMPLES, COMBODIA

A temple town which is 2nd largest of Khmer civilization. 
It has atleast 180 temples but most of them are like forgotten ruins in the jungle. 
The roots of a strangler fig have almost completely engulfed these structures. 
@LostTemple7 https://t.co/DX2h2zNXwU",1
3848,engulfed,California,"ALWAYS HAVE TWO ROADS OUT. Don't buy the home at the head of the canyon that gets surrounded by wildfire or engulfed by avalanche. Don't buy the lowland home across the bridge from the only road out of the flood plain. Insurance is fine, but not getting dead is better.",0
3849,engulfed,,Yes[world engulfed by flames]BUCK….,0
3850,engulfed,,"RT @Jayalko1: KOH KER TEMPLES, COMBODIA

A temple town which is 2nd largest of Khmer civilization. 
It has atleast 180 temples but most of them are like forgotten ruins in the jungle. 
The roots of a strangler fig have almost completely engulfed these structures. 
@LostTemple7 https://t.co/DX2h2zNXwU",1
3851,engulfed,,"RT @Jayalko1: KOH KER TEMPLES, COMBODIA

A temple town which is 2nd largest of Khmer civilization. 
It has atleast 180 temples but most of them are like forgotten ruins in the jungle. 
The roots of a strangler fig have almost completely engulfed these structures. 
@LostTemple7 https://t.co/DX2h2zNXwU",1
3852,engulfed,,"RT @Jayalko1: KOH KER TEMPLES, COMBODIA

A temple town which is 2nd largest of Khmer civilization. 
It has atleast 180 temples but most of them are like forgotten ruins in the jungle. 
The roots of a strangler fig have almost completely engulfed these structures. 
@LostTemple7 https://t.co/DX2h2zNXwU",1
3853,engulfed,"Tennessee, USA",RT @50shadesofcatz: @NashSevereWx There are people at the bottom of paragon mills/valley ridge drive in chest deep water screaming for help. I cannot reach them and hope the sirens I keep hearing are coming for them. creek between paragon mills and Welch has engulfed everything and raging.,1
3854,engulfed,HYDERABAD,"RT @Jayalko1: KOH KER TEMPLES, COMBODIA

A temple town which is 2nd largest of Khmer civilization. 
It has atleast 180 temples but most of them are like forgotten ruins in the jungle. 
The roots of a strangler fig have almost completely engulfed these structures. 
@LostTemple7 https://t.co/DX2h2zNXwU",1
3855,engulfed,😒😒,@SimoSpn I was so engulfed by the burn scene I never noticed these details before yesterday help😭😭😭😭,0
3856,engulfed,"Nashville, TN",@NashSevereWx There are people at the bottom of paragon mills/valley ridge drive in chest deep water screaming for help. I cannot reach them and hope the sirens I keep hearing are coming for them. creek between paragon mills and Welch has engulfed everything and raging.,0
